run_id	group	n	mean	p10	p50	p90	sum_notional	wmean_markout	markout_cost
flow_base_thrP95__20251221_0737	ask|sv>+thr	47	-0.0404255	-0.34	0	0.04	13036.9	-0.0663833	-865.431
flow_base_thrP95__20251221_0737	ask|sv<-thr	12	-0.0541667	-0.295	0	0.09	1544.92	-0.0970042	-149.864
flow_base_thrP95__20251221_0737	bid|sv<-thr	19	-0.00789474	-0.2	0	0.26	5654.21	-0.00793444	-44.863
flow_base_thrP95__20251221_0737	bid|sv>+thr	26	0.0807692	0	0	0.45	4774.78	0.106093	506.572
flow_base_thrP95__20251221_0807	ask|sv>+thr	35	-5.19711e-14	-0.22	0	0.1	9466.74	-0.031668	-299.793
flow_base_thrP95__20251221_0807	ask|sv<-thr	21	-0.0166667	-0.25	0	0.1	2505.8	-0.0299582	-75.0694
flow_base_thrP95__20251221_0807	bid|sv<-thr	49	0.0234694	-0.12	0	0.21	14586.9	0.0234528	342.104
flow_base_thrP95__20251221_0807	bid|sv>+thr	22	0.1	0	0	0.49	4139.68	0.0958398	396.747
flow_base_thrP95__20251221_0837	ask|sv>+thr	43	0.0325581	-0.1	0	0.18	11113.3	0.0104617	116.264
flow_base_thrP95__20251221_0837	ask|sv<-thr	25	0.008	-0.12	0	0.13	3425.7	0.0054393	18.6334
flow_base_thrP95__20251221_0837	bid|sv<-thr	61	0.0204918	-0.1	0	0.2	18154.9	0.020471	371.648
flow_base_thrP95__20251221_0837	bid|sv>+thr	25	0.056	0	0	0.32	4837.3	0.0531236	256.975
flow_base_thrP95__20251221_0907	ask|sv>+thr	49	0.0142857	-0.4	0	0.3	12580	-0.00243008	-30.5705
flow_base_thrP95__20251221_0907	ask|sv<-thr	36	0.138889	-0.7	0	0.35	4236.08	-0.0400282	-169.562
flow_base_thrP95__20251221_0907	bid|sv<-thr	78	0.0192308	-0.23	0	0.43	22966	0.0219575	504.276
flow_base_thrP95__20251221_0907	bid|sv>+thr	26	0.0346154	-0.15	0	0.2	5764.89	0.0465875	268.572
flow_base_thrP95__20251221_0937	ask|sv>+thr	48	0.0125	-0.4	0	0.36	12955.3	0.0183909	238.26
flow_base_thrP95__20251221_0937	ask|sv<-thr	39	0.132051	-0.4	0	0.24	4611.4	-0.0252719	-116.539
flow_base_thrP95__20251221_0937	bid|sv<-thr	85	0.0264706	-0.26	0	0.46	25039.6	0.0290059	726.295
flow_base_thrP95__20251221_0937	bid|sv>+thr	22	0.0545455	-0.19	0	0.29	4638.77	0.051438	238.609
flow_base_thrP95__20251221_1007	ask|sv>+thr	60	-0.0283333	-0.41	0	0.3	16508.9	-0.0269099	-444.252
flow_base_thrP95__20251221_1007	ask|sv<-thr	29	0.172414	-1.28	0	0.61	3051.94	-0.0542485	-165.563
flow_base_thrP95__20251221_1007	bid|sv<-thr	53	0.0745283	-0.4	0	1.14	15506	0.0792506	1228.86
flow_base_thrP95__20251221_1007	bid|sv>+thr	27	0.0444444	-0.2	0	0.24	5563.91	0.0377965	210.296
flow_base_thrP95__20251221_1037	ask|sv>+thr	49	-0.0428571	-0.42	0	0.32	13965.6	-0.0403032	-562.859
flow_base_thrP95__20251221_1037	ask|sv<-thr	27	0.187037	-1.36	0	0.82	2455.72	-0.0408311	-100.27
flow_base_thrP95__20251221_1037	bid|sv<-thr	45	0.0655556	-0.4	0	1.2	13125	0.0710005	931.884
flow_base_thrP95__20251221_1037	bid|sv>+thr	23	0.0478261	-0.2	0	0.28	5323.6	0.0338925	180.43
flow_base_thrP95__20251221_1107	ask|sv>+thr	45	-0.0244444	-0.2	0	0.16	12860	-0.0253784	-326.366
flow_base_thrP95__20251221_1107	ask|sv<-thr	15	0.0466667	0	0	0.16	1775.8	0.079757	141.632
flow_base_thrP95__20251221_1107	bid|sv<-thr	24	0.0979167	-0.24	0	0.24	7123.31	0.0975919	695.177
flow_base_thrP95__20251221_1107	bid|sv>+thr	18	-0.00277778	-0.2	0	0.13	4206.15	-0.0265144	-111.524
flow_base_thrP95__20251221_1137	ask|sv>+thr	39	-0.0692308	-0.22	0	0.02	11083.2	-0.0722927	-801.232
flow_base_thrP95__20251221_1137	ask|sv<-thr	15	-0.0233333	-0.1	0	0.2	1597.19	0.0889917	142.137
flow_base_thrP95__20251221_1137	bid|sv<-thr	19	0.0789474	-0.22	0	0.14	5642.84	0.0785924	443.484
flow_base_thrP95__20251221_1137	bid|sv>+thr	14	0.0107143	0	0	0.085	3618.67	-0.00299913	-10.8529
flow_base_thrP95__20251221_1207	ask|sv>+thr	27	-0.0222222	-0.2	0	0.04	7525.77	-0.0236443	-177.941
flow_base_thrP95__20251221_1207	ask|sv<-thr	14	-0.00714286	-0.1	0	0.27	1464.38	0.104632	153.221
flow_base_thrP95__20251221_1207	bid|sv<-thr	15	-0.0733333	-0.26	0	0.06	4458.34	-0.0733415	-326.981
flow_base_thrP95__20251221_1207	bid|sv>+thr	10	-0.005	-0.02	0	0.055	2855.57	-0.00523468	-14.948
flow_base_thrP95__20251221_1237	ask|sv>+thr	19	-0.0263158	-0.22	0	0.02	5149.25	-0.0287949	-148.272
flow_base_thrP95__20251221_1237	ask|sv<-thr	11	-0.0272727	-0.1	0	0.2	992.931	0.0690536	68.5654
flow_base_thrP95__20251221_1237	bid|sv<-thr	9	0.0111111	-0.12	0	0.08	2676.25	0.0111002	29.707
flow_base_thrP95__20251221_1237	bid|sv>+thr	8	-0.03125	-0.09	0	0.015	1721.14	0.00209437	3.6047
flow_base_thrP95__20251221_1307	ask|sv>+thr	8	-0.0875	-0.5	0	0.22	2301.16	-0.0732673	-168.6
flow_base_thrP95__20251221_1307	ask|sv<-thr	12	-0.05	-0.09	0	0.19	1248.48	-0.0166544	-20.7926
flow_base_thrP95__20251221_1307	bid|sv<-thr	12	0.0166667	-0.19	0	0.27	3568.35	0.0166475	59.404
flow_base_thrP95__20251221_1307	bid|sv>+thr	6	0.0333333	-0.15	0	0.25	1107	0.103188	114.229
flow_base_thrP95__20251221_1337	ask|sv>+thr	15	-0.0366667	-0.32	0	0.12	4383.6	-0.0283031	-124.069
flow_base_thrP95__20251221_1337	ask|sv<-thr	9	0.0555556	0	0	0.2	1076.77	0.06757	72.7573
flow_base_thrP95__20251221_1337	bid|sv<-thr	11	0.0454545	0	0	0.3	3270.94	0.0454453	148.649
flow_base_thrP95__20251221_1337	bid|sv>+thr	5	0.04	-0.18	0	0.3	819.908	0.13932	114.229
flow_base_thrP95__20251221_1407	ask|sv>+thr	17	-0.0323529	-0.23	0	0.08	4978.61	-0.0249205	-124.069
flow_base_thrP95__20251221_1407	ask|sv<-thr	9	0.0222222	0	0	0.04	1316.62	0.0451626	59.462
flow_base_thrP95__20251221_1407	bid|sv<-thr	13	0.0384615	0	0	0.24	3866.12	0.0384491	148.649
flow_base_thrP95__20251221_1407	bid|sv>+thr	5	0.04	-0.18	0	0.3	819.908	0.13932	114.229
flow_base_thrP95__20251221_1437	ask|sv>+thr	21	-0.0357143	-0.2	0	0	5635.68	-0.023113	-130.257
flow_base_thrP95__20251221_1437	ask|sv<-thr	9	0.0222222	0	0	0.04	1569.8	0.0378788	59.462
flow_base_thrP95__20251221_1437	bid|sv<-thr	17	0.0235294	0	0	0.12	5056.4	0.0235223	118.938
flow_base_thrP95__20251221_1437	bid|sv>+thr	5	0.18	0	0	0.46	1040.16	0.168828	175.608
flow_base_thrP95__20251221_1507	ask|sv>+thr	24	-0.0770833	-0.62	0	0.14	6611.12	-0.0753218	-497.961
flow_base_thrP95__20251221_1507	ask|sv<-thr	7	0.0428571	0	0	0.14	1091.04	0.0329891	35.9926
flow_base_thrP95__20251221_1507	bid|sv<-thr	14	0.0285714	0	0	0.07	3878.76	0.0306794	118.998
flow_base_thrP95__20251221_1507	bid|sv>+thr	10	0.15	-0.21	0	0.8	1248.98	-0.00291494	-3.6407
flow_base_thrP95__20251221_1537	ask|sv>+thr	32	-0.0875	-0.8	0	0.5	8826.97	-0.0880868	-777.54
flow_base_thrP95__20251221_1537	ask|sv<-thr	17	-0.282353	-0.52	0	0.38	2951.5	-0.111972	-330.484
flow_base_thrP95__20251221_1537	bid|sv<-thr	27	0.135185	-0.42	0	0.34	7766.32	0.140339	1089.92
flow_base_thrP95__20251221_1537	bid|sv>+thr	23	0.256522	-0.38	0	0.8	3490.92	0.124734	435.438
flow_base_thrP95__20251221_1607	ask|sv>+thr	53	-0.0141509	-0.8	0	0.5	14326.6	-0.0114629	-164.224
flow_base_thrP95__20251221_1607	ask|sv<-thr	28	-0.0642857	-0.295	0	0.59	4002.87	0.0267209	106.96
flow_base_thrP95__20251221_1607	bid|sv<-thr	50	0.024	-0.51	0	0.4	14232.2	0.0184745	262.933
flow_base_thrP95__20251221_1607	bid|sv>+thr	34	0.264706	-0.37	0	0.8	5692	0.216764	1233.82
flow_base_thrP95__20251221_1637	ask|sv>+thr	65	0.0284615	-0.72	0	0.5	18465.3	0.0317914	587.038
flow_base_thrP95__20251221_1637	ask|sv<-thr	39	-0.0282051	-0.46	0	0.86	5620.96	0.0194585	109.375
flow_base_thrP95__20251221_1637	bid|sv<-thr	68	0.0205882	-0.5	0	0.4	19370	-0.0036375	-70.4584
flow_base_thrP95__20251221_1637	bid|sv>+thr	43	0.217442	-0.38	0	0.8	6567.43	0.221697	1455.98
flow_base_thrP95__20251221_1707	ask|sv>+thr	82	0.0731707	-0.4	0	0.635	23880.4	0.0766672	1830.85
flow_base_thrP95__20251221_1707	ask|sv<-thr	72	-0.0930556	-0.89	0	0.6	9360.82	-0.0696585	-652.061
flow_base_thrP95__20251221_1707	bid|sv<-thr	97	0.0469072	-0.6	0	0.6	26329.8	-0.00403475	-106.234
flow_base_thrP95__20251221_1707	bid|sv>+thr	50	0.136	-0.41	0	0.7	7564.87	0.183001	1384.38
flow_sym_size_thrP95_f03__20251221_0737	ask|sv>+thr	56	-0.04375	-0.35	0	0.1	4840.82	-0.0598252	-289.603
flow_sym_size_thrP95_f03__20251221_0737	ask|sv<-thr	12	-0.0541667	-0.295	0	0.09	1544.92	-0.0970042	-149.864
flow_sym_size_thrP95_f03__20251221_0737	bid|sv<-thr	20	0.0225	-0.11	0	0.255	1785.52	0.0224585	40.1001
flow_sym_size_thrP95_f03__20251221_0737	bid|sv>+thr	26	0.0884615	0	0	0.45	4531.72	0.0981121	444.616
flow_sym_size_thrP95_f03__20251221_0807	ask|sv>+thr	39	0.0128205	-0.1	0	0.1	3323.13	-0.00786455	-26.135
flow_sym_size_thrP95_f03__20251221_0807	ask|sv<-thr	22	-0.0340909	-0.295	0	0.1	2511.91	-0.0308572	-77.5105
flow_sym_size_thrP95_f03__20251221_0807	bid|sv<-thr	57	0.0236842	-0.1	0	0.2	5090.61	0.0236688	120.489
flow_sym_size_thrP95_f03__20251221_0807	bid|sv>+thr	21	0.1	0	0	0.5	3841.98	0.0955175	366.977
flow_sym_size_thrP95_f03__20251221_0837	ask|sv>+thr	43	0.0348837	-0.1	0	0.18	3595.65	0.0175105	62.9617
flow_sym_size_thrP95_f03__20251221_0837	ask|sv<-thr	26	-0.00769231	-0.225	0	0.125	3431.81	0.00471832	16.1924
flow_sym_size_thrP95_f03__20251221_0837	bid|sv<-thr	69	0.0101449	-0.11	0	0.1	6161.02	0.0101268	62.3913
flow_sym_size_thrP95_f03__20251221_0837	bid|sv>+thr	23	0.0695652	0	0	0.36	4319.33	0.073235	316.326
flow_sym_size_thrP95_f03__20251221_0907	ask|sv>+thr	51	0.0196078	-0.4	0	0.3	4218.11	0.00792843	33.443
flow_sym_size_thrP95_f03__20251221_0907	ask|sv<-thr	35	0.228571	-0.16	0	0.36	4221.74	-0.0314588	-132.811
flow_sym_size_thrP95_f03__20251221_0907	bid|sv<-thr	87	0.0109195	-0.2	0	0.28	7753.23	0.0112432	87.1713
flow_sym_size_thrP95_f03__20251221_0907	bid|sv>+thr	25	0.048	-0.06	0	0.2	5544.61	0.0645117	357.693
flow_sym_size_thrP95_f03__20251221_0937	ask|sv>+thr	47	0.0170213	-0.4	0	0.44	3956.46	0.0217391	86.0098
flow_sym_size_thrP95_f03__20251221_0937	ask|sv<-thr	37	0.217568	-0.14	0	0.28	4299.94	-0.0254654	-109.5
flow_sym_size_thrP95_f03__20251221_0937	bid|sv<-thr	96	0.0197917	-0.2	0	0.3	8553.92	0.0200657	171.64
flow_sym_size_thrP95_f03__20251221_0937	bid|sv>+thr	21	0.0714286	-0.1	0	0.3	4418.5	0.0741723	327.73
flow_sym_size_thrP95_f03__20251221_1007	ask|sv>+thr	56	-0.0178571	-0.45	0	0.35	4755.25	-0.0156047	-74.2044
flow_sym_size_thrP95_f03__20251221_1007	ask|sv<-thr	26	0.319231	-0.05	0	0.925	2734.37	-0.0570816	-156.082
flow_sym_size_thrP95_f03__20251221_1007	bid|sv<-thr	54	0.0814815	-0.4	0	1.11	4800.88	0.081989	393.619
flow_sym_size_thrP95_f03__20251221_1007	bid|sv>+thr	25	0.068	-0.06	0	0.26	5181.6	0.0640393	331.826
flow_sym_size_thrP95_f03__20251221_1037	ask|sv>+thr	50	-0.036	-0.41	0	0.31	4302.76	-0.0337947	-145.41
flow_sym_size_thrP95_f03__20251221_1037	ask|sv<-thr	24	0.347917	-0.1	0	1.135	2138.16	-0.0424615	-90.7895
flow_sym_size_thrP95_f03__20251221_1037	bid|sv<-thr	47	0.0755319	-0.4	0	1.2	4175.61	0.076131	317.893
flow_sym_size_thrP95_f03__20251221_1037	bid|sv>+thr	21	0.0619048	-0.2	0	0.3	4864.42	0.0437542	212.839
flow_sym_size_thrP95_f03__20251221_1107	ask|sv>+thr	48	-0.0229167	-0.2	0	0.2	4114.98	-0.017718	-72.9094
flow_sym_size_thrP95_f03__20251221_1107	ask|sv<-thr	15	0.0466667	0	0	0.16	1775.8	0.079757	141.632
flow_sym_size_thrP95_f03__20251221_1107	bid|sv<-thr	25	0.118	-0.22	0	0.42	2225.97	0.117652	261.89
flow_sym_size_thrP95_f03__20251221_1107	bid|sv>+thr	15	0.01	-0.12	0	0.16	3449.79	-0.0229334	-79.1153
flow_sym_size_thrP95_f03__20251221_1137	ask|sv>+thr	42	-0.047619	-0.2	0	0.1	3582.01	-0.0426726	-152.854
flow_sym_size_thrP95_f03__20251221_1137	ask|sv<-thr	15	-0.0233333	-0.1	0	0.2	1597.19	0.0889917	142.137
flow_sym_size_thrP95_f03__20251221_1137	bid|sv<-thr	19	0.110526	-0.22	0	0.34	1692.75	0.110106	186.382
flow_sym_size_thrP95_f03__20251221_1137	bid|sv>+thr	12	0.0125	0	0	0.095	3024.35	-0.00358849	-10.8529
flow_sym_size_thrP95_f03__20251221_1207	ask|sv>+thr	30	-0.0133333	-0.2	0	0.1	2514.65	-0.00418412	-10.5216
flow_sym_size_thrP95_f03__20251221_1207	ask|sv<-thr	14	-0.00714286	-0.1	0	0.27	1464.38	0.104632	153.221
flow_sym_size_thrP95_f03__20251221_1207	bid|sv<-thr	15	-0.06	-0.26	0	0.06	1337.33	-0.0600057	-80.2473
flow_sym_size_thrP95_f03__20251221_1207	bid|sv>+thr	8	-0.00625	-0.06	0	0.065	2261.25	-0.00661049	-14.948
flow_sym_size_thrP95_f03__20251221_1237	ask|sv>+thr	21	-0.0238095	-0.2	0	0	1712.49	-0.0113534	-19.4426
flow_sym_size_thrP95_f03__20251221_1237	ask|sv<-thr	11	-0.0272727	-0.1	0	0.2	992.931	0.0690536	68.5654
flow_sym_size_thrP95_f03__20251221_1237	bid|sv<-thr	10	-9.09495e-14	-0.11	0	0.04	892.017	-2.0179e-06	-0.0018
flow_sym_size_thrP95_f03__20251221_1237	bid|sv>+thr	7	-0.00714286	-0.12	0	0.11	1526.27	0.0412841	63.0107
flow_sym_size_thrP95_f03__20251221_1307	ask|sv>+thr	9	-0.0777778	-0.5	0	0.18	803.244	-0.077685	-62.4
flow_sym_size_thrP95_f03__20251221_1307	ask|sv<-thr	13	-0.0461538	-0.08	0	0.18	1279.39	-0.0162519	-20.7926
flow_sym_size_thrP95_f03__20251221_1307	bid|sv<-thr	16	0.01875	-0.15	0	0.2	1427.34	0.0187343	26.7402
flow_sym_size_thrP95_f03__20251221_1307	bid|sv>+thr	6	0.0333333	-0.15	0	0.25	1107	0.103188	114.229
flow_sym_size_thrP95_f03__20251221_1337	ask|sv>+thr	16	-0.034375	-0.275	0	0.1	1427.96	-0.0343433	-49.0408
flow_sym_size_thrP95_f03__20251221_1337	ask|sv<-thr	10	0.05	0	0	0.2	1107.69	0.0656839	72.7573
flow_sym_size_thrP95_f03__20251221_1337	bid|sv<-thr	14	0.0428571	0	0	0.24	1248.85	0.0428502	53.5137
flow_sym_size_thrP95_f03__20251221_1337	bid|sv>+thr	5	0.04	-0.18	0	0.3	819.908	0.13932	114.229
flow_sym_size_thrP95_f03__20251221_1407	ask|sv>+thr	18	-0.0305556	-0.185	0	0.06	1606.46	-0.0305272	-49.0408
flow_sym_size_thrP95_f03__20251221_1407	ask|sv<-thr	10	0.02	0	0	0.02	1347.54	0.0441264	59.462
flow_sym_size_thrP95_f03__20251221_1407	bid|sv<-thr	13	0.0461538	0	0	0.26	1159.76	0.0461419	53.5137
flow_sym_size_thrP95_f03__20251221_1407	bid|sv>+thr	5	0.04	-0.18	0	0.3	819.908	0.13932	114.229
flow_sym_size_thrP95_f03__20251221_1437	ask|sv>+thr	22	-0.0340909	-0.185	0	0	1846.91	-0.0299033	-55.2288
flow_sym_size_thrP95_f03__20251221_1437	ask|sv<-thr	10	0.02	0	0	0.02	1600.71	0.0371472	59.462
flow_sym_size_thrP95_f03__20251221_1437	bid|sv<-thr	18	0.0333333	0	0	0.16	1606.04	0.0333238	53.5194
flow_sym_size_thrP95_f03__20251221_1437	bid|sv>+thr	5	0.18	0	0	0.46	1040.16	0.168828	175.608
flow_sym_size_thrP95_f03__20251221_1507	ask|sv>+thr	25	-0.074	-0.56	0	0.12	2115.9	-0.0726498	-153.72
flow_sym_size_thrP95_f03__20251221_1507	ask|sv<-thr	7	0.0428571	0	0	0.14	1091.04	0.0329891	35.9926
flow_sym_size_thrP95_f03__20251221_1507	bid|sv<-thr	14	0.0285714	0	0	0.07	1170.3	0.0305044	35.6994
flow_sym_size_thrP95_f03__20251221_1507	bid|sv>+thr	9	0.0777778	-0.22	0	0.48	1201.9	-0.0343679	-41.3066
flow_sym_size_thrP95_f03__20251221_1537	ask|sv>+thr	34	-0.0882353	-0.8	0	0.5	2926.9	-0.0872906	-255.491
flow_sym_size_thrP95_f03__20251221_1537	ask|sv<-thr	16	-0.30625	-0.55	0	0.4	2653.56	-0.135772	-360.278
flow_sym_size_thrP95_f03__20251221_1537	bid|sv<-thr	25	0.15	-0.48	0	0.36	2157.46	0.155716	335.951
flow_sym_size_thrP95_f03__20251221_1537	bid|sv>+thr	23	0.130435	-0.4	0	0.74	3568.11	-0.0697995	-249.053
flow_sym_size_thrP95_f03__20251221_1607	ask|sv>+thr	56	-0.0258929	-0.8	0	0.5	4827.92	-0.0228452	-110.295
flow_sym_size_thrP95_f03__20251221_1607	ask|sv<-thr	24	-0.075	-0.355	0	0.71	3089.74	0.0292433	90.354
flow_sym_size_thrP95_f03__20251221_1607	bid|sv<-thr	50	0.026	-0.51	0	0.4	4387.35	0.0246578	108.182
flow_sym_size_thrP95_f03__20251221_1607	bid|sv>+thr	36	0.191667	-0.4	0	0.8	6066.23	0.0967648	586.997
flow_sym_size_thrP95_f03__20251221_1637	ask|sv>+thr	68	0.0110294	-0.73	0	0.5	5966.91	0.0127434	76.0386
flow_sym_size_thrP95_f03__20251221_1637	ask|sv<-thr	36	-0.0583333	-0.55	0	0.65	5003.97	-0.0413006	-206.667
flow_sym_size_thrP95_f03__20251221_1637	bid|sv<-thr	69	0.0217391	-0.5	0	0.4	6096.74	0.0207019	126.214
flow_sym_size_thrP95_f03__20251221_1637	bid|sv>+thr	44	0.151136	-0.4	0	0.77	7142.37	0.118848	848.856
flow_sym_size_thrP95_f03__20251221_1707	ask|sv>+thr	81	0.054321	-0.4	0	0.5	7261.58	0.0548027	397.955
flow_sym_size_thrP95_f03__20251221_1707	ask|sv<-thr	74	-0.0952703	-0.87	0	0.6	9704.79	-0.0699406	-678.759
flow_sym_size_thrP95_f03__20251221_1707	bid|sv<-thr	93	0.0575269	-0.6	0	0.6	8026.31	0.0311816	250.273
flow_sym_size_thrP95_f03__20251221_1707	bid|sv>+thr	52	0.0961538	-0.49	0	0.7	7894.94	0.133215	1051.73
flow_sym_size_thrP95_f05__20251221_0737	ask|sv>+thr	53	-0.0462264	-0.38	0	0.08	7531.09	-0.0665147	-500.928
flow_sym_size_thrP95_f05__20251221_0737	ask|sv<-thr	12	-0.0541667	-0.295	0	0.09	1544.92	-0.0970042	-149.864
